Team,Result,Margin,BR,Toss,Bat,,Opposition,Ground,Start Date
West Indies,tied,-,0,won,2nd,,v South Africa,Cardiff,14/06/2013
India,won,8 wickets,17,won,2nd,,v Pakistan,Birmingham,15/06/2013
Pakistan,lost,8 wickets,17,lost,1st,,v India,Birmingham,15/06/2013
England,won,10 runs,0,lost,1st,,v New Zealand,Cardiff,16/06/2013
New Zealand,lost,10 runs,0,won,2nd,,v England,Cardiff,16/06/2013
Sri Lanka,won,20 runs,0,lost,1st,,v Australia,The Oval,17/06/2013
Australia,lost,20 runs,0,won,2nd,,v Sri Lanka,The Oval,17/06/2013
England,won,7 wickets,75,won,2nd,,v South Africa,The Oval,19/06/2013
South Africa,lost,7 wickets,75,lost,1st,,v England,The Oval,19/06/2013
India,won,8 wickets,90,won,2nd,,v Sri Lanka,Cardiff,20/06/2013
Sri Lanka,lost,8 wickets,90,lost,1st,,v India,Cardiff,20/06/2013
India,won,5 runs,0,lost,1st,,v England,Birmingham,23/06/2013
England,lost,5 runs,0,won,2nd,,v India,Birmingham,23/06/2013
West Indies,won,6 wickets,73,won,2nd,,v Sri Lanka,Kingston,28/06/2013
Sri Lanka,lost,6 wickets,73,lost,1st,,v West Indies,Kingston,28/06/2013
West Indies,won,1 wickets,14,won,2nd,,v India,Kingston,30/06/2013
India,lost,1 wickets,14,lost,1st,,v West Indies,Kingston,30/06/2013
Sri Lanka,won,161 runs,0,lost,1st,,v India,Kingston,2/07/2013
India,lost,161 runs,0,won,2nd,,v Sri Lanka,Kingston,2/07/2013
India,won,102 runs,0,lost,1st,,v West Indies,Port of Spain,5/07/2013
West Indies,lost,102 runs,0,won,2nd,,v India,Port of Spain,5/07/2013
Sri Lanka,won,39 runs,0,lost,1st,,v West Indies,Port of Spain,7/07/2013
West Indies,lost,39 runs,0,won,2nd,,v Sri Lanka,Port of Spain,7/07/2013
India,won,81 runs,0,lost,1st,,v Sri Lanka,Port of Spain,9/07/2013
Sri Lanka,lost,81 runs,0,won,2nd,,v India,Port of Spain,9/07/2013
India,won,1 wickets,2,won,2nd,,v Sri Lanka,Port of Spain,11/07/2013
Sri Lanka,lost,1 wickets,2,lost,1st,,v India,Port of Spain,11/07/2013
Pakistan,won,126 runs,0,lost,1st,,v West Indies,Providence,14/07/2013
West Indies,lost,126 runs,0,won,2nd,,v Pakistan,Providence,14/07/2013
West Indies,won,37 runs,0,lost,1st,,v Pakistan,Providence,16/07/2013
Pakistan,lost,37 runs,0,won,2nd,,v West Indies,Providence,16/07/2013
Pakistan,tied,-,0,lost,1st,,v West Indies,Gros Islet,19/07/2013
West Indies,tied,-,0,won,2nd,,v Pakistan,Gros Islet,19/07/2013
Sri Lanka,won,180 runs,0,lost,1st,,v South Africa,Colombo (RPS),20/07/2013
South Africa,lost,180 runs,0,won,2nd,,v Sri Lanka,Colombo (RPS),20/07/2013
Pakistan,won,6 wickets,6,won,2nd,,v West Indies,Gros Islet,21/07/2013
West Indies,lost,6 wickets,6,lost,1st,,v Pakistan,Gros Islet,21/07/2013
Sri Lanka,won,17 runs,0,won,1st,,v South Africa,Colombo (RPS),23/07/2013
South Africa,lost,17 runs,0,lost,2nd,,v Sri Lanka,Colombo (RPS),23/07/2013
Pakistan,won,4 wickets,1,won,2nd,,v West Indies,Gros Islet,24/07/2013
West Indies,lost,4 wickets,1,lost,1st,,v Pakistan,Gros Islet,24/07/2013
South Africa,won,56 runs,0,won,1st,,v Sri Lanka,Pallekele,26/07/2013
Sri Lanka,lost,56 runs,0,lost,2nd,,v South Africa,Pallekele,26/07/2013
Sri Lanka,won,8 wickets,36,lost,2nd,,v South Africa,Pallekele,28/07/2013
South Africa,lost,8 wickets,36,won,1st,,v Sri Lanka,Pallekele,28/07/2013
Sri Lanka,won,128 runs,0,won,1st,,v South Africa,Colombo (RPS),31/07/2013
South Africa,lost,128 runs,0,lost,2nd,,v Sri Lanka,Colombo (RPS),31/07/2013
Australia,won,88 runs,0,lost,1st,,v England,Manchester,8/09/2013
England,lost,88 runs,0,won,2nd,,v Australia,Manchester,8/09/2013
England,won,3 wickets,3,won,2nd,,v Australia,Cardiff,14/09/2013
Australia,lost,3 wickets,3,lost,1st,,v England,Cardiff,14/09/2013
Australia,won,49 runs,0,won,1st,,v England,Southampton,16/09/2013
England,lost,49 runs,0,lost,2nd,,v Australia,Southampton,16/09/2013
Australia,won,72 runs,0,won,1st,,v India,Pune,13/10/2013
India,lost,72 runs,0,lost,2nd,,v Australia,Pune,13/10/2013
India,won,9 wickets,39,lost,2nd,,v Australia,Jaipur,16/10/2013
Australia,lost,9 wickets,39,won,1st,,v India,Jaipur,16/10/2013
Australia,won,4 wickets,3,won,2nd,,v India,Mohali,19/10/2013
India,lost,4 wickets,3,lost,1st,,v Australia,Mohali,19/10/2013
India,won,6 wickets,3,won,2nd,,v Australia,Nagpur,30/10/2013
Australia,lost,6 wickets,3,lost,1st,,v India,Nagpur,30/10/2013
South Africa,won,1 runs,0,won,1st,,v Pakistan,Sharjah,30/10/2013
Pakistan,lost,1 runs,0,lost,2nd,,v South Africa,Sharjah,30/10/2013
Pakistan,won,66 runs,0,won,1st,,v South Africa,Dubai (DSC),1/11/2013
South Africa,lost,66 runs,0,lost,2nd,,v Pakistan,Dubai (DSC),1/11/2013
India,won,57 runs,0,lost,1st,,v Australia,Bangalore,2/11/2013
Australia,lost,57 runs,0,won,2nd,,v India,Bangalore,2/11/2013
South Africa,won,68 runs,0,won,1st,,v Pakistan,Abu Dhabi,6/11/2013
Pakistan,lost,68 runs,0,lost,2nd,,v South Africa,Abu Dhabi,6/11/2013
South Africa,won,28 runs,0,won,1st,,v Pakistan,Abu Dhabi,8/11/2013
Pakistan,lost,28 runs,0,lost,2nd,,v South Africa,Abu Dhabi,8/11/2013
South Africa,won,117 runs,0,won,1st,,v Pakistan,Sharjah,11/11/2013
Pakistan,lost,117 runs,0,lost,2nd,,v South Africa,Sharjah,11/11/2013
New Zealand,won,4 wickets,0,lost,2nd,,v Sri Lanka,Hambantota,12/11/2013
Sri Lanka,lost,4 wickets,0,won,1st,,v New Zealand,Hambantota,12/11/2013
Sri Lanka,won,36 runs,0,lost,1st,,v New Zealand,Dambulla,16/11/2013
New Zealand,lost,36 runs,0,won,2nd,,v Sri Lanka,Dambulla,16/11/2013
India,won,6 wickets,88,lost,2nd,,v West Indies,Kochi,21/11/2013
West Indies,lost,6 wickets,88,won,1st,,v India,Kochi,21/11/2013
West Indies,won,2 wickets,3,won,2nd,,v India,Visakhapatnam,24/11/2013
India,lost,2 wickets,3,lost,1st,,v West Indies,Visakhapatnam,24/11/2013
Pakistan,won,23 runs,0,won,1st,,v South Africa,Cape Town,24/11/2013
South Africa,lost,23 runs,0,lost,2nd,,v Pakistan,Cape Town,24/11/2013
India,won,5 wickets,23,won,2nd,,v West Indies,Kanpur,27/11/2013
West Indies,lost,5 wickets,23,lost,1st,,v India,Kanpur,27/11/2013
Pakistan,won,1 runs,0,lost,1st,,v South Africa,Port Elizabeth,27/11/2013
South Africa,lost,1 runs,0,won,2nd,,v Pakistan,Port Elizabeth,27/11/2013
South Africa,won,4 wickets,68,won,2nd,,v Pakistan,Centurion,30/11/2013
Pakistan,lost,4 wickets,68,lost,1st,,v South Africa,Centurion,30/11/2013
South Africa,won,141 runs,0,lost,1st,,v India,Johannesburg,5/12/2013
India,lost,141 runs,0,won,2nd,,v South Africa,Johannesburg,5/12/2013
South Africa,won,134 runs,0,lost,1st,,v India,Durban,8/12/2013
India,lost,134 runs,0,won,2nd,,v South Africa,Durban,8/12/2013
Pakistan,won,11 runs,0,won,1st,,v Sri Lanka,Sharjah,18/12/2013
Sri Lanka,lost,11 runs,0,lost,2nd,,v Pakistan,Sharjah,18/12/2013
Sri Lanka,won,2 wickets,2,won,2nd,,v Pakistan,Dubai (DSC),20/12/2013
Pakistan,lost,2 wickets,2,lost,1st,,v Sri Lanka,Dubai (DSC),20/12/2013
Pakistan,won,113 runs,0,lost,1st,,v Sri Lanka,Sharjah,22/12/2013
Sri Lanka,lost,113 runs,0,won,2nd,,v Pakistan,Sharjah,22/12/2013
Pakistan,won,8 wickets,53,lost,2nd,,v Sri Lanka,Abu Dhabi,25/12/2013
Sri Lanka,lost,8 wickets,53,won,1st,,v Pakistan,Abu Dhabi,25/12/2013
West Indies,won,2 wickets,135,won,2nd,,v New Zealand,Auckland,26/12/2013
New Zealand,lost,2 wickets,135,lost,1st,,v West Indies,Auckland,26/12/2013
Sri Lanka,won,2 wickets,2,lost,2nd,,v Pakistan,Abu Dhabi,27/12/2013
Pakistan,lost,2 wickets,2,won,1st,,v Sri Lanka,Abu Dhabi,27/12/2013
New Zealand,won,159 runs,0,lost,1st,,v West Indies,Queenstown,1/01/2014
West Indies,lost,159 runs,0,won,2nd,,v New Zealand,Queenstown,1/01/2014
New Zealand,won,58 runs,0,won,1st,,v West Indies,Nelson,4/01/2014
West Indies,lost,58 runs,0,lost,2nd,,v New Zealand,Nelson,4/01/2014
West Indies,won,203 runs,0,lost,1st,,v New Zealand,Hamilton,8/01/2014
New Zealand,lost,203 runs,0,won,2nd,,v West Indies,Hamilton,8/01/2014
Australia,won,6 wickets,26,lost,2nd,,v England,Melbourne,12/01/2014
England,lost,6 wickets,26,won,1st,,v Australia,Melbourne,12/01/2014
Australia,won,1 wickets,3,lost,2nd,,v England,Brisbane,17/01/2014
England,lost,1 wickets,3,won,1st,,v Australia,Brisbane,17/01/2014
New Zealand,won,24 runs,0,lost,1st,,v India,Napier,19/01/2014
India,lost,24 runs,0,won,2nd,,v New Zealand,Napier,19/01/2014
Australia,won,7 wickets,60,lost,2nd,,v England,Sydney,19/01/2014
England,lost,7 wickets,60,won,1st,,v Australia,Sydney,19/01/2014
New Zealand,won,15 runs,0,lost,1st,,v India,Hamilton,22/01/2014
India,lost,15 runs,0,won,2nd,,v New Zealand,Hamilton,22/01/2014
England,won,57 runs,0,lost,1st,,v Australia,Perth,24/01/2014
Australia,lost,57 runs,0,won,2nd,,v England,Perth,24/01/2014
India,tied,-,0,won,2nd,,v New Zealand,Auckland,25/01/2014
New Zealand,tied,-,0,lost,1st,,v India,Auckland,25/01/2014
Australia,won,5 runs,0,won,1st,,v England,Adelaide,26/01/2014
England,lost,5 runs,0,lost,2nd,,v Australia,Adelaide,26/01/2014
New Zealand,won,7 wickets,11,lost,2nd,,v India,Hamilton,28/01/2014
India,lost,7 wickets,11,won,1st,,v New Zealand,Hamilton,28/01/2014
New Zealand,won,87 runs,0,lost,1st,,v India,Wellington,31/01/2014
India,lost,87 runs,0,won,2nd,,v New Zealand,Wellington,31/01/2014
Sri Lanka,won,12 runs,0,won,1st,,v Pakistan,Fatullah,25/02/2014
Pakistan,lost,12 runs,0,lost,2nd,,v Sri Lanka,Fatullah,25/02/2014
Sri Lanka,won,2 wickets,4,won,2nd,,v India,Fatullah,28/02/2014
India,lost,2 wickets,4,lost,1st,,v Sri Lanka,Fatullah,28/02/2014
West Indies,won,15 runs,0,lost,1st,,v England,North Sound,28/02/2014
England,lost,15 runs,0,won,2nd,,v West Indies,North Sound,28/02/2014
Pakistan,won,1 wickets,2,won,2nd,,v India,Dhaka,2/03/2014
India,lost,1 wickets,2,lost,1st,,v Pakistan,Dhaka,2/03/2014
England,won,3 wickets,31,won,2nd,,v West Indies,North Sound,2/03/2014
West Indies,lost,3 wickets,31,lost,1st,,v England,North Sound,2/03/2014
England,won,25 runs,0,lost,1st,,v West Indies,North Sound,5/03/2014
West Indies,lost,25 runs,0,won,2nd,,v England,North Sound,5/03/2014
Sri Lanka,won,5 wickets,22,lost,2nd,,v Pakistan,Dhaka,8/03/2014
Pakistan,lost,5 wickets,22,won,1st,,v Sri Lanka,Dhaka,8/03/2014
England,won,81 runs,0,lost,1st,,v Sri Lanka,The Oval,22/05/2014
Sri Lanka,lost,81 runs,0,won,2nd,,v England,The Oval,22/05/2014
Sri Lanka,won,157 runs,0,lost,1st,,v England,Chester-le-Street,25/05/2014
England,lost,157 runs,0,won,2nd,,v Sri Lanka,Chester-le-Street,25/05/2014
England,won,10 wickets,227,won,2nd,,v Sri Lanka,Manchester,28/05/2014
Sri Lanka,lost,10 wickets,227,lost,1st,,v England,Manchester,28/05/2014
Sri Lanka,won,7 runs,0,lost,1st,,v England,Lord's,31/05/2014
England,lost,7 runs,0,won,2nd,,v Sri Lanka,Lord's,31/05/2014
Sri Lanka,won,6 wickets,10,lost,2nd,,v England,Birmingham,3/06/2014
England,lost,6 wickets,10,won,1st,,v Sri Lanka,Birmingham,3/06/2014
South Africa,won,75 runs,0,won,1st,,v Sri Lanka,Colombo (RPS),6/07/2014
Sri Lanka,lost,75 runs,0,lost,2nd,,v South Africa,Colombo (RPS),6/07/2014
Sri Lanka,won,87 runs,0,won,1st,,v South Africa,Pallekele,9/07/2014
South Africa,lost,87 runs,0,lost,2nd,,v Sri Lanka,Pallekele,9/07/2014
South Africa,won,82 runs,0,won,1st,,v Sri Lanka,Hambantota,12/07/2014
Sri Lanka,lost,82 runs,0,lost,2nd,,v South Africa,Hambantota,12/07/2014
Pakistan,won,4 wickets,1,won,2nd,,v Sri Lanka,Hambantota,23/08/2014
Sri Lanka,lost,4 wickets,1,lost,1st,,v Pakistan,Hambantota,23/08/2014
Sri Lanka,won,77 runs,0,won,1st,,v Pakistan,Hambantota,26/08/2014
Pakistan,lost,77 runs,0,lost,2nd,,v Sri Lanka,Hambantota,26/08/2014
South Africa,won,7 wickets,20,won,2nd,,v Australia,Harare,27/08/2014
Australia,lost,7 wickets,20,lost,1st,,v South Africa,Harare,27/08/2014
India,won,133 runs,0,lost,1st,,v England,Cardiff,27/08/2014
England,lost,133 runs,0,won,2nd,,v India,Cardiff,27/08/2014
Sri Lanka,won,7 wickets,178,lost,2nd,,v Pakistan,Dambulla,30/08/2014
Pakistan,lost,7 wickets,178,won,1st,,v Sri Lanka,Dambulla,30/08/2014
India,won,6 wickets,42,won,2nd,,v England,Nottingham,30/08/2014
England,lost,6 wickets,42,lost,1st,,v India,Nottingham,30/08/2014
Australia,won,62 runs,0,lost,1st,,v South Africa,Harare,2/09/2014
South Africa,lost,62 runs,0,won,2nd,,v Australia,Harare,2/09/2014
India,won,9 wickets,117,won,2nd,,v England,Birmingham,2/09/2014
England,lost,9 wickets,117,lost,1st,,v India,Birmingham,2/09/2014
England,won,41 runs,0,lost,1st,,v India,Leeds,5/09/2014
India,lost,41 runs,0,won,2nd,,v England,Leeds,5/09/2014
South Africa,won,6 wickets,55,won,2nd,,v Australia,Harare,6/09/2014
Australia,lost,6 wickets,55,lost,1st,,v South Africa,Harare,6/09/2014
Australia,won,93 runs,0,won,1st,,v Pakistan,Sharjah,7/10/2014
Pakistan,lost,93 runs,0,lost,2nd,,v Australia,Sharjah,7/10/2014
West Indies,won,124 runs,0,lost,1st,,v India,Kochi,8/10/2014
India,lost,124 runs,0,won,2nd,,v West Indies,Kochi,8/10/2014
Australia,won,5 wickets,40,lost,2nd,,v Pakistan,Dubai (DSC),10/10/2014
Pakistan,lost,5 wickets,40,won,1st,,v Australia,Dubai (DSC),10/10/2014
India,won,48 runs,0,won,1st,,v West Indies,Delhi,11/10/2014
West Indies,lost,48 runs,0,lost,2nd,,v India,Delhi,11/10/2014
Australia,won,1 runs,0,won,1st,,v Pakistan,Abu Dhabi,12/10/2014
Pakistan,lost,1 runs,0,lost,2nd,,v Australia,Abu Dhabi,12/10/2014
India,won,59 runs,0,lost,1st,,v West Indies,Dharamsala,17/10/2014
West Indies,lost,59 runs,0,won,2nd,,v India,Dharamsala,17/10/2014
South Africa,won,6 wickets,11,won,2nd,,v New Zealand,Mount Maunganui,21/10/2014
New Zealand,lost,6 wickets,11,lost,1st,,v South Africa,Mount Maunganui,21/10/2014
South Africa,won,72 runs,0,lost,1st,,v New Zealand,Mount Maunganui,24/10/2014
New Zealand,lost,72 runs,0,won,2nd,,v South Africa,Mount Maunganui,24/10/2014
India,won,169 runs,0,lost,1st,,v Sri Lanka,Cuttack,2/11/2014
Sri Lanka,lost,169 runs,0,won,2nd,,v India,Cuttack,2/11/2014
India,won,6 wickets,33,lost,2nd,,v Sri Lanka,Ahmedabad,6/11/2014
Sri Lanka,lost,6 wickets,33,won,1st,,v India,Ahmedabad,6/11/2014
India,won,6 wickets,35,lost,2nd,,v Sri Lanka,Hyderabad (Deccan),9/11/2014
Sri Lanka,lost,6 wickets,35,won,1st,,v India,Hyderabad (Deccan),9/11/2014
India,won,153 runs,0,won,1st,,v Sri Lanka,Kolkata,13/11/2014
Sri Lanka,lost,153 runs,0,lost,2nd,,v India,Kolkata,13/11/2014
Australia,won,32 runs,0,lost,1st,,v South Africa,Perth,14/11/2014
South Africa,lost,32 runs,0,won,2nd,,v Australia,Perth,14/11/2014
South Africa,won,3 wickets,134,lost,2nd,,v Australia,Perth,16/11/2014
Australia,lost,3 wickets,134,won,1st,,v South Africa,Perth,16/11/2014
India,won,3 wickets,8,lost,2nd,,v Sri Lanka,Ranchi,16/11/2014
Sri Lanka,lost,3 wickets,8,won,1st,,v India,Ranchi,16/11/2014
Australia,won,73 runs,0,won,1st,,v South Africa,Canberra,19/11/2014
South Africa,lost,73 runs,0,lost,2nd,,v Australia,Canberra,19/11/2014
Australia,won,3 wickets,6,lost,2nd,,v South Africa,Melbourne,21/11/2014
South Africa,lost,3 wickets,6,won,1st,,v Australia,Melbourne,21/11/2014
Australia,won,2 wickets,5,lost,2nd,,v South Africa,Sydney,23/11/2014
South Africa,lost,2 wickets,5,won,1st,,v Australia,Sydney,23/11/2014
Sri Lanka,won,25 runs,0,lost,1st,,v England,Colombo (RPS),26/11/2014
England,lost,25 runs,0,won,2nd,,v Sri Lanka,Colombo (RPS),26/11/2014
Sri Lanka,won,8 wickets,64,lost,2nd,,v England,Colombo (RPS),29/11/2014
England,lost,8 wickets,64,won,1st,,v Sri Lanka,Colombo (RPS),29/11/2014
England,won,5 wickets,8,lost,2nd,,v Sri Lanka,Hambantota,3/12/2014
Sri Lanka,lost,5 wickets,8,won,1st,,v England,Hambantota,3/12/2014
Sri Lanka,won,6 wickets,2,lost,2nd,,v England,Colombo (RPS),7/12/2014
England,lost,6 wickets,2,won,1st,,v Sri Lanka,Colombo (RPS),7/12/2014
Pakistan,won,3 wickets,3,won,2nd,,v New Zealand,Dubai (DSC),8/12/2014
New Zealand,lost,3 wickets,3,lost,1st,,v Pakistan,Dubai (DSC),8/12/2014
England,won,5 wickets,5,won,2nd,,v Sri Lanka,Pallekele,10/12/2014
Sri Lanka,lost,5 wickets,5,lost,1st,,v England,Pallekele,10/12/2014
New Zealand,won,4 wickets,24,lost,2nd,,v Pakistan,Sharjah,12/12/2014
Pakistan,lost,4 wickets,24,won,1st,,v New Zealand,Sharjah,12/12/2014
Sri Lanka,won,90 runs,0,won,1st,,v England,Pallekele,13/12/2014
England,lost,90 runs,0,lost,2nd,,v Sri Lanka,Pallekele,13/12/2014
Pakistan,won,147 runs,0,won,1st,,v New Zealand,Sharjah,14/12/2014
New Zealand,lost,147 runs,0,lost,2nd,,v Pakistan,Sharjah,14/12/2014
Sri Lanka,won,87 runs,0,won,1st,,v England,Colombo (RPS),16/12/2014
England,lost,87 runs,0,lost,2nd,,v Sri Lanka,Colombo (RPS),16/12/2014
New Zealand,won,7 runs,0,won,1st,,v Pakistan,Abu Dhabi,17/12/2014
Pakistan,lost,7 runs,0,lost,2nd,,v New Zealand,Abu Dhabi,17/12/2014
New Zealand,won,68 runs,0,won,1st,,v Pakistan,Abu Dhabi,19/12/2014
Pakistan,lost,68 runs,0,lost,2nd,,v New Zealand,Abu Dhabi,19/12/2014
New Zealand,won,3 wickets,42,lost,2nd,,v Sri Lanka,Christchurch,11/01/2015
Sri Lanka,lost,3 wickets,42,won,1st,,v New Zealand,Christchurch,11/01/2015
Sri Lanka,won,6 wickets,14,lost,2nd,,v New Zealand,Hamilton,15/01/2015
New Zealand,lost,6 wickets,14,won,1st,,v Sri Lanka,Hamilton,15/01/2015
Australia,won,3 wickets,61,lost,2nd,,v England,Sydney,16/01/2015
England,lost,3 wickets,61,won,1st,,v Australia,Sydney,16/01/2015
South Africa,won,61 runs,0,won,1st,,v West Indies,Durban,16/01/2015
West Indies,lost,61 runs,0,lost,2nd,,v South Africa,Durban,16/01/2015
Australia,won,4 wickets,6,lost,2nd,,v India,Melbourne,18/01/2015
India,lost,4 wickets,6,won,1st,,v Australia,Melbourne,18/01/2015
South Africa,won,148 runs,0,lost,1st,,v West Indies,Johannesburg,18/01/2015
West Indies,lost,148 runs,0,won,2nd,,v South Africa,Johannesburg,18/01/2015
New Zealand,won,4 wickets,11,lost,2nd,,v Sri Lanka,Nelson,20/01/2015
Sri Lanka,lost,4 wickets,11,won,1st,,v New Zealand,Nelson,20/01/2015
England,won,9 wickets,135,lost,2nd,,v India,Brisbane,20/01/2015
India,lost,9 wickets,135,won,1st,,v England,Brisbane,20/01/2015
South Africa,won,9 wickets,152,lost,2nd,,v West Indies,East London,21/01/2015
West Indies,lost,9 wickets,152,won,1st,,v South Africa,East London,21/01/2015
New Zealand,won,108 runs,0,lost,1st,,v Sri Lanka,Dunedin,23/01/2015
Sri Lanka,lost,108 runs,0,won,2nd,,v New Zealand,Dunedin,23/01/2015
Australia,won,3 wickets,1,won,2nd,,v England,Hobart,23/01/2015
England,lost,3 wickets,1,lost,1st,,v Australia,Hobart,23/01/2015
New Zealand,won,120 runs,0,won,1st,,v Sri Lanka,Dunedin,25/01/2015
Sri Lanka,lost,120 runs,0,lost,2nd,,v New Zealand,Dunedin,25/01/2015
West Indies,won,1 wickets,9,won,2nd,,v South Africa,Port Elizabeth,25/01/2015
South Africa,lost,1 wickets,9,lost,1st,,v West Indies,Port Elizabeth,25/01/2015
South Africa,won,131 runs,0,lost,1st,,v West Indies,Centurion,28/01/2015
West Indies,lost,131 runs,0,won,2nd,,v South Africa,Centurion,28/01/2015
Sri Lanka,won,34 runs,0,won,1st,,v New Zealand,Wellington,29/01/2015
New Zealand,lost,34 runs,0,lost,2nd,,v Sri Lanka,Wellington,29/01/2015
England,won,3 wickets,19,won,2nd,,v India,Perth,30/01/2015
India,lost,3 wickets,19,lost,1st,,v England,Perth,30/01/2015
New Zealand,won,7 wickets,63,won,2nd,,v Pakistan,Wellington,31/01/2015
Pakistan,lost,7 wickets,63,lost,1st,,v New Zealand,Wellington,31/01/2015
Australia,won,112 runs,0,lost,1st,,v England,Perth,1/02/2015
England,lost,112 runs,0,won,2nd,,v Australia,Perth,1/02/2015
New Zealand,won,119 runs,0,won,1st,,v Pakistan,Napier,3/02/2015
Pakistan,lost,119 runs,0,lost,2nd,,v New Zealand,Napier,3/02/2015
New Zealand,won,98 runs,0,lost,1st,,v Sri Lanka,Christchurch,14/02/2015
Sri Lanka,lost,98 runs,0,won,2nd,,v New Zealand,Christchurch,14/02/2015
Australia,won,111 runs,0,lost,1st,,v England,Melbourne,14/02/2015
England,lost,111 runs,0,won,2nd,,v Australia,Melbourne,14/02/2015
India,won,76 runs,0,won,1st,,v Pakistan,Adelaide,15/02/2015
Pakistan,lost,76 runs,0,lost,2nd,,v India,Adelaide,15/02/2015
New Zealand,won,8 wickets,226,lost,2nd,,v England,Wellington,20/02/2015
England,lost,8 wickets,226,won,1st,,v New Zealand,Wellington,20/02/2015
West Indies,won,150 runs,0,lost,1st,,v Pakistan,Christchurch,21/02/2015
Pakistan,lost,150 runs,0,won,2nd,,v West Indies,Christchurch,21/02/2015
India,won,130 runs,0,won,1st,,v South Africa,Melbourne,22/02/2015
South Africa,lost,130 runs,0,lost,2nd,,v India,Melbourne,22/02/2015
South Africa,won,257 runs,0,won,1st,,v West Indies,Sydney,27/02/2015
West Indies,lost,257 runs,0,lost,2nd,,v South Africa,Sydney,27/02/2015
New Zealand,won,1 wickets,161,lost,2nd,,v Australia,Auckland,28/02/2015
Australia,lost,1 wickets,161,won,1st,,v New Zealand,Auckland,28/02/2015
Sri Lanka,won,9 wickets,16,lost,2nd,,v England,Wellington,1/03/2015
England,lost,9 wickets,16,won,1st,,v Sri Lanka,Wellington,1/03/2015
India,won,4 wickets,65,lost,2nd,,v West Indies,Perth,6/03/2015
West Indies,lost,4 wickets,65,won,1st,,v India,Perth,6/03/2015
Pakistan,won,29 runs,0,lost,1st,,v South Africa,Auckland,7/03/2015
South Africa,lost,29 runs,0,won,2nd,,v Pakistan,Auckland,7/03/2015
Australia,won,64 runs,0,won,1st,,v Sri Lanka,Sydney,8/03/2015
Sri Lanka,lost,64 runs,0,lost,2nd,,v Australia,Sydney,8/03/2015
South Africa,won,9 wickets,192,lost,2nd,,v Sri Lanka,Sydney,18/03/2015
Sri Lanka,lost,9 wickets,192,won,1st,,v South Africa,Sydney,18/03/2015
Australia,won,6 wickets,97,lost,2nd,,v Pakistan,Adelaide,20/03/2015
Pakistan,lost,6 wickets,97,won,1st,,v Australia,Adelaide,20/03/2015
New Zealand,won,143 runs,0,won,1st,,v West Indies,Wellington,21/03/2015
West Indies,lost,143 runs,0,lost,2nd,,v New Zealand,Wellington,21/03/2015
New Zealand,won,4 wickets,1,lost,2nd,,v South Africa,Auckland,24/03/2015
South Africa,lost,4 wickets,1,won,1st,,v New Zealand,Auckland,24/03/2015
Australia,won,95 runs,0,won,1st,,v India,Sydney,26/03/2015
India,lost,95 runs,0,lost,2nd,,v Australia,Sydney,26/03/2015
Australia,won,7 wickets,101,lost,2nd,,v New Zealand,Melbourne,29/03/2015
New Zealand,lost,7 wickets,101,won,1st,,v Australia,Melbourne,29/03/2015
